消耗性资产名称,编码,名称,商家/厂家/品牌,批号/编号/标识,规格型号,批次备注,验检入库编号,有效期至,来源,入库总量,入库单位,领用要求,入库备注,房间名称,箱柜屉架,隔板层数,领用出库编号,出库数量,出库单位,出库备注,库存数量,单位,备注说明1,备注说明2
硫化钠九水,J2,危险化学品,国药,20190122,AR500g,,QDJ/WWY-231227-QHJ/ZHD-J2-024，CYQ/LMI-240912-CYQ/LMI-J2-002,,返还,490.8,g,五双,原212试剂柜-5,203,203G-03,2,CYQ/LMI-240912-CYQ/LMI-J2-001,2.5,g,,488.3,g,,2023.12.26转移
氢氧化钠,J2,危险化学品,国药,20150113,AR1000g,,QDJ/WWY-231227-QHJ/ZHD-J2-025；WWY/HPY-240119-ZHD/WWY-J2-001；HYI/QDJ-241101-HYI/QDJ-J2-002；WYH/SYY-250930-YZH/ZFY-J2-001；WYH/YZH-251107-YZH/WYH-J2-001；WYH/YZH-251124-YZH/WYH-J2-002；,,返还,151.06,g,五双,原212试剂柜-5,203,203G-03,2,ZHD/WWY-240119-WWY/HPY-J2-001；HYI/QDJ-241101-HYI/QDJ-J2-002；YZH/ZFY-250930-WYH/SYY-J2-002；YZH/WYH-251107-WYH/YZH-J2-001；YZH/WYH-251124-WYH/YZH-J2-002,66.06,g,,85,g,,2023.12.26转移
氢氧化钠,J2,危险化学品,默克,B1617998908,500g,,QDJ/WWY-231227-QHJ/ZHD-J2-026;YZH/ZFY-250523-YZH/PXQ-J2-002；YZH/ZFY-250616-YZH/PXQ-J2-005；YZH/ZFY-250623-YZH/PXQ-J2-002；YZH/ZFY-250625-YZH/PXQ-J2-007；YZH/ZFY-250701-YZH/PXQ-J2-004；XQN/ZFY-250725-YZH/PXQ-J2-034；WYH/SYY-250818-YZH/ZFY-J2-001；WYH/SYY-250903-YZH/ZFY-J2-003；YZH/SYY-250912-LDC/ZFY-J2-002；WYH/SYY-250924-YZH/ZFY-J2-004；SYY/WYH-250926-YZH/ZFY-J2-002；WYH/SYY-250928-YZH/ZFY-J2-001；,,返还,56.77,g,五双,原212试剂柜-5,203,203G-03,2,YZH/PXQ-250523-YZH/ZFY-J2-002；YZH/PXQ-250612-YZH/ZFY-J2-005；YZH/PXQ-250623-YZH/ZFY-J2-007；YZH/PXQ-250625-YZH/ZFY-J2-012；YZH/PXQ-250701-YZH/ZFY-J2-006；YZH/PXQ-250725-XQN/ZFY-J2-007；YZH/ZFY-250818-WXH/SYY-J2-001；YZH/ZFY-250903-WYH/SYY-J2-003；LDC/ZFY-250912-YZH/SYY-J2-002；YZH/ZFY-250924-WYH/SYY-J2-005；YZH/ZFY-250926-SYY/WYH-J2-002；YZH/ZFY-250928-WYH/SYY-J2-001；YZH/ZFY-250930-WYH/SYY-J2-001；,56.77,g,,,,,2023.12.26转移
亚氯酸钠,J2,危险化学品,/,BCBM1128V,250g,,QDJ/WWY-231227-QHJ/ZHD-J2-027,,返还,222.7,g,五双,原212试剂柜-5,203,203G-03,2,,,,,222.7,g,,2023.12.26转移
硫脲,J2,危险化学品,凌峰,20170927,AR500g,,QDJ/WWY-231227-QHJ/ZHD-J2-028；YZH/ZFY-250523-YZH/PXQ-J2-001；XQN/ZFY-250619-PKF/PXQ-J2-004；XQN/ZFY-250625-PKF/PXQ-J2-008；XQN/ZFY-250704-PKF/PXQ-J2-004；XQN/ZFY-250708-PKF/PXQ-J2-004；XQN/ZFY-250729-YZH/PXQ-J2-005；WYH/SYY-250903-YZH/ZFY-J2-002；WYH/SYY-250926-YZH/ZFY-J2-011；WYH/SYY-250928-YZH/ZFY-J2-002；WYH/YZH-251124-YZH/WYH-J2-001；,,返还,495.05,g,五双,原212试剂柜-5,203,203G-03,2,YZH/PXQ-250523-YZH/ZFY-J2-001；PKF/PXQ-250619-XQN/ZFY-J2-003；PKF/PXQ-250625-XQN/ZFY-J2-014；PKF/PXQ-250704-XQN/ZFY-J2-005；PKF/PXQ-250708-XQN/ZFY-J2-004；YZH/PXQ-250729-XQN/ZFY-J2-005；YZH/ZFY-250903-WYH/SYY-J2-002；YZH/ZFY-250926-WYH/SYY-J2-011；YZH/ZFY-250928-WYH/SYY-J2-002；YZH/WYH-251124-WYH/YZH-J2-001；,90.05,g,,405,g,,2023.12.26转移
"氯化镉,2.5水",J2,危险化学品,国药,20181211,AR100g,,QDJ/WWY-231227-QHJ/ZHD-J2-029；SYY/WYH-250928-YZH/ZFY-J2-008；,,返还,92.95,g,五双,原212试剂柜-5,203,203G-03,2,YZH/ZFY-250928-SYY/WYH-J2-008,2,g,,90.95,g,,2023.12.26转移
高碘酸钾,J2,危险化学品,国药,20141017,AR100g,,QDJ/WWY-231227-QHJ/ZHD-J2-030；LMI/CYQ-240806-LMI/CYQ-J2-002;YZH/ZFY-250516-PXQ/PKF-J2-004；YZH/ZFY-250616-PXQ/PKF-J2-003；XQN/ZFY-250725-YZH/PXQ-J2-033；WYH/SYY-250917-YZH/ZFY-J2-002；WYH/SYY-250924-YZH/ZFY-J2-001；,,返还,96.87,g,五双,原212试剂柜-5,203,203G-03,2,LMI/CYQ-240806-LMI/CYQ-J2-002；PXQ/PKF-250516-YZH/ZFY-J2-004；YZH/ZFY-250612-PXQ/PKF-J2-003；YZH/PXQ-250725-XQN/ZFY-J2-006；YZH/ZFY-250917-WYH/SYY-J2-002；YZH/ZFY-250924-WYH/SYY-J2-001；,8.5,g,,88.37,g,,2023.12.26转移
碘酸钾,J2,危险化学品,艾科,201903251,25g,,QDJ/WWY-231227-QHJ/ZHD-J2-031,,返还,4.98,g,五双,原212试剂柜-5,203,203G-03,2,,,,,4.98,g,,2023.12.26转移
"N,N-二甲基对苯二胺二盐酸盐",J2,危险化学品,展云,180620,AR25g,改沃凯为展云,QDJ/WWY-231227-QHJ/ZHD-J2-032；WYH/SYY-250924-YZH/ZFY-J2-005；,,返还,0.4,g,五双,原212试剂柜-5,203,203G-03,2,YZH/ZFY-250924-WYH/SYY-J2-006;SYO/YZH-251211-YZH/SYO-J2-001,0.4,g,,,,,2023.12.26转移
硫酸镉,J2,危险化学品,阿拉丁,H514009,AR400g,,QDJ/WWY-231227-QHJ/ZHD-J2-033；WYH/SYY-250924-YZH/ZFY-J2-007；SYY/WYH-250926-YZH/ZFY-J2-001；,,返还,110.62,g,五双,原212试剂柜-5,203,203G-03,2,YZH/ZFY-250924-WYH/SYY-J2-008；YZH/ZFY-250926-SYY/WYH-J2-001；,6.8,g,,103.82,g,,2023.12.26转移
硫酸汞,J2,危险化学品,凌峰,20171120,AR250g,,QDJ/WWY-231227-QHJ/ZHD-J2-034,,返还,5.15,g,五双,原212试剂柜-5,203,203G-03,2,,,,,5.15,g,,2023.12.26转移
氨基磺酸,J2,危险化学品,国药,20141118,AR100g,,QDJ/WWY-231227-QHJ/ZHD-J2-035；SYY/WYH-250926-YZH/ZFY-J2-006；,,返还,89.84,g,五双,原212试剂柜-5,203,203G-03,2,YZH/ZFY-250926-SYY/WYH-J2-006,0.3,g,,89.54,g,,2023.12.26转移
无水对氨基苯磺酸,J2,危险化学品,天津化工研究所,/,基准试剂100g,,QDJ/WWY-231227-QHJ/ZHD-J2-036,,返还,65.55,g,五双,原212试剂柜-5,203,203G-03,2,,,,,65.55,g,,2023.12.26转移
4-氨基苯磺酸(无水对氨基苯磺酸）,J2,危险化学品,国药,20141018,AR100g,,QDJ/WWY-231227-QHJ/ZHD-J2-037；SYY/ZFY-250627-PKF/PXQ-J2-010；,,返还,10.27,g,五双,原212试剂柜-5,203,203G-03,2,PKF/PXQ-250627-SYY/ZFY-J2-011,8,g,,2.27,g,,2023.12.26转移
氢氧化钾,J2,危险化学品,西亚,20171101,AR500g,改润捷为西亚，2025.06.20核查，改规格AR为GR,QDJ/WWY-231227-QHJ/ZHD-J2-038；LMI/CYQ-240806-LMI/CYQ-J2-001；HYI/QDJ-241209-HYI/QDJ-J2-001;YZH/ZFY-250516-PXQ/PKF-J2-003；YZH/ZFY-250616-PXQ/PKF-J2-002；XQN/ZFY-250619-PKF/PXQ-J2-005；XQN/ZFY-250620-PKF/PXQ-J2-005；XQN/ZFY-250625-PKF/PXQ-J2-012；XQN/ZFY-250626-PKF/PXQ-J2-006；XQN/ZFY-250704-PKF/PXQ-J2-005；XQN/ZFY-250705-PKF/PXQ-J2-002；XQN/ZFY-250707-PKF/PXQ-J2-002；XQN/ZFY-250708-PKF/PXQ-J2-001；XQN/ZFY-250709-PKF/PXQ-J2-002；XQN/ZFY-250725-YZH/PXQ-J2-031；XQN/ZFY-250729-YZH/PXQ-J2-001；YZH/SYY-250912-LDC/ZFY-J2-009；,,返还,191.44,g,五双,原212试剂柜-5,203,203G-03,2,LMI/CYQ-240806-LMI/CYQ-J2-001;HYI/QDJ-241209-HYI/QDJ-J2-001；PXQ/PKF-250516-YZH/ZFY-J2-003；PXQ/PKF-250612-YZH/ZFY-J2-002；PKF/PXQ-20250619-XQN/ZFY-J2-005；PKF/PXQ-250620-XQN/ZFY-J2-005；PKF/PXQ-250625-XQN/ZFY-J2-026；PKF/PXQ-250626-XQN/ZFY-J2-005；PKF/PXQ-250704-XQN/ZFY-J2-001；PKF/PXQ-250705-XQN/ZFY-J2-002；PKF/PXQ-250707-XQN/ZFY-J2-001；PKF/PXQ-250708-XQN/ZFY-J2-001；PKF/PXQ-250709-XQN/ZFY-J2-002；YZH/PXQ-250725-XQN/ZFY-J2-004；YZH/PXQ-250729-XQN/ZFY-J2-001；LDC/ZFY-250912-YZH/SYY-J2-012；YZH/ZFY-250924-WYH/SYY-J2-002,191.44,g,,,,,2023.12.26转移
铬酸钾,J2,危险化学品,凌峰,20181227,AR500g,,QDJ/WWY-231227-QHJ/ZHD-J2-039；SYY/ZFY-250625-PKF/PXQ-J2-013；SYY/ZFY-250626-PKF/PXQ-J2-007；SYY/WYH-250914-YZH/ZFY-J2-002；SYY/WYH-250928-YZH/ZFY-J2-005；,,返还,497.27,g,五双,原212试剂柜-5,203,203G-03,1,PKF/PXQ-250625-SYY/ZFY-J2-018；PKF/PXQ-250626-SYY/ZFY-J2-008；YZH/ZFY-250914-SYY/WYH-J2-002；YZH/ZFY-250928-SYY/WYH-J2-005；,60,g,,437.27,g,,2023.12.26转移
硫酸氢钾,J2,危险化学品,国药 ,20140514,AR500g,,QDJ/WWY-231227-QHJ/ZHD-J2-040,,返还,481.36,g,五双,原212试剂柜-5,203,203G-03,1,,,,,481.36,g,,2023.12.26转移
溴酸钾,J2,危险化学品,国药 ,20190315,AR500g,,QDJ/WWY-231227-QHJ/ZHD-J2-041；XQN/ZFY-250620-PKF/PXQ-J2-006；XQN/ZFY-250707-PKF/PXQ-J2-004；SYY/WYH-250926-YZH/ZFY-J2-009；,,返还,498.48,g,五双,原212试剂柜-5,203,203G-03,1,PKF/PXQ-250620-XQN/ZFY-J2-006；PKF/PXQ-250707-XQN/ZFY-J2-006；YZH/ZFY-250926-SYY/WYH-J2-009；,8.48,g,,490,g,,2023.12.26转移
过二硫酸钾,J2,危险化学品,国药,20170201,AR500g,,QDJ/WWY-231227-QHJ/ZHD-J2-042,,返还,366.06,g,五双,原212试剂柜-5,203,203G-03,2,,,,,366.06,g,,2023.12.26转移
过硫酸钾,J2,危险化学品,CNW,91730087,AR500g,,QDJ/WWY-231227-QHJ/ZHD-J2-043；SYY/ZFY-250623-PKF/PXQ-J2-003；SYY/ZFY-250624-PKF/PXQ-J2-004；SYY/WYH-250928-YZH/ZFY-J2-003；,,返还,406.48,g,五双,原212试剂柜-5,203,203G-03,1,PKF/PXQ-250623-SYY/ZFY-J2-008；PKF/PXQ-250624-SYY/ZFY-J2-010；YZH/ZFY-250928-SYY/WYH-J2-003；,25,g,,381.48,g,,2023.12.26转移
酒石酸锑钾,J2,危险化学品,/,P1431772,AR500g,,QDJ/WWY-231227-QHJ/ZHD-J2-044；SYY/ZFY-250624-PKF/PXQ-J2-005；SYY/ZFY-250625-PKF/PXQ-J2-010；SYY/WYH-250914-YZH/ZFY-J2-001；SYY/WYH-250928-YZH/ZFY-J2-004；,,返还,498.34,g,五双,原212试剂柜-5,203,203G-03,1,PKF/PXQ-250624-SYY/ZFY-J2-012；PKF/PXQ-250625-SYY/ZFY-J2-022；YZH/ZFY-250914-SYY/WYH-J2-001；YZH/ZFY-250928-SYY/WYH-J2-004；,9.635,g,,488.705,g,,2023.12.26转移
酒石酸锑钾,J2,危险化学品,西亚,20210607,AR100g,,QDJ/WWY-231227-QHJ/ZHD-J2-045,,返还,99.1,g,五双,原212试剂柜-5,203,203G-03,2,,,,,99.1,g,,2023.12.26转移
三氯化铁六水（氯化高铁）,J2,危险化学品,国药,20150105,AR500g,,QDJ/WWY-231227-QHJ/ZHD-J2-046；WYH/SYY-250924-YZH/ZFY-J2-006；SYY/WYH-250926-YZH/ZFY-J2-004；WYH/YZH-251031-YZH/WYH-J2-003；,,返还,169.17,g,五双,原212试剂柜-5,203,203G-03,2,YZH/ZFY-250924-WYH/SYY-J2-007；YZH/ZFY-250926-SYY/WYH-J2-004；YZH/WYH-251031-WYH/YZH-J2-003；,40,g,,129.17,g,,2023.12.26转移
十水合四硼酸钠,J2,危险化学品,国药,20181217,AR500g,,QDJ/WWY-231227-QHJ/ZHD-J2-047,,返还,492.02,g,五双,原212试剂柜-5,203,203G-03,2,,,,,492.02,g,,2023.12.26转移
十水合四硼酸钠,J2,危险化学品,国药,20140926,AR500g,,QDJ/WWY-231227-QHJ/ZHD-J2-048；LMI/CYQ-240729-LMI/CYQ-J2-001；SYY/WYH-250928-YZH/ZFY-J2-007；,,返还,495.8,g,五双,原212试剂柜-5,203,203G-03,2,LMI/CYQ-240729-LMI/CYQ-J2-001；YZH/ZFY-250928-SYY/WYH-J2-007；,4,g,,491.8,g,,2023.12.26转移
硼酸,J2,危险化学品,国药,20141121,GR500g,,QDJ/WWY-231227-QHJ/ZHD-J2-049,,返还,466.12,g,五双,原212试剂柜-5,203,203G-03,2,,,,,466.12,g,,2023.12.26转移
乙酸,J2,危险化学品,凌峰,20170912,AR500ml,改永华为凌峰,QDJ/WWY-231227-QHJ/ZHD-J2-001；HYI/QDJ241101HYI/QDJ-J2-003；SYY/ZFY-250626-PKF/PXQ-J2-008；SYY/ZFY-250627-PKF/PXQ-J2-011；XQN/ZFY-250725-YZH/PXQ-J2-029；WYH/SYY-250901-YZH/ZFY-J2-002；SYY/WYH-250905-YZH/ZFY-J2-001；WYH/SYY-250924-YZH/ZFY-J2-003；YZH/SYY-250926-LDC/ZFY-J2-016；WYH/SYY-251015-YZH/LDC-J2-006；,,返还,133,ml,五双,原204试剂柜,203,203G-02,2,HYI/QDJ241101HYI/QDJ-J2-003；PKF/PXQ-250626-SYY/ZFY-J2-011；PKF/PXQ-250627-SYY/ZFY-J2-013；YZH/PXQ-250725-XQN/ZFY-J2-002；YZH/ZFY-250901-WYH/SYY-J2-002；YZH/ZFY-250905-SYY/WYH-J2-001；YZH/ZFY-250924-WYH/SYY-J2-004；YZH/ZFY-250926-SYY/WYH-J2-021；YZH/LDC-251015-WYH/SYY-J2-006；,36.7,ml,,96.3,ml,,2023.12.26转移
N-N二甲基甲酰胺,J2,危险化学品,西陇,150531  1,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-002;LMI/CYQ-240801-LMI/CYQ-J2-001,,返还,19.64,ml,五双,原206试剂柜,203,203G-02,2,LMI/CYQ-240801-LMI/CYQ-J2-001；LMI/CYQ-240814-LMI/CYQ-J2-002,19.64,ml,,,,,2023.12.26转移
二乙胺,J2,危险化学品,润捷,22150901,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-003,,返还,136.29,ml,五双,原206试剂柜,203,203G-02,2,,,,,136.29,ml,,2023.12.26转移
间甲酚,J2,危险化学品,艾科,201812081,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-004,,返还,302.31,ml,五双,原206试剂柜,203,203G-02,2,,,,,302.31,ml,,2023.12.26转移
异丙醇,J2,危险化学品,国药,20141230,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-005,,返还,172.11,ml,五双,原206试剂柜,203,203G-02,2,CYQ/LMI-240912-CYQ/LMI-J2-004,172.11,ml,,,,,2023.12.26转移
四氯化碳,J2,危险化学品,罗恩试剂,RH196792,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-006；WYH.YZH-251125-YZH/WYH-J2-002；,,返还,343.12,ml,五双,原206试剂柜,203,203G-02,2,YZH/WYH-251125-WYH/YZH-J2-002,49.91,ml,,293.21,ml,,2023.12.26转移
正己烷,J2,危险化学品,科密欧,20171113,色谱级500ml,改阿拉丁为科密欧,QDJ/WWY-231227-QHJ/ZHD-J2-007；YZH/LDC-251014-SYY/WYH-J2-006；SYY/WYH-251014-YZH/LDC-J2-003；WYH/YZH-251125-YZH/WYH-J2-003；,,返还,190.49,ml,五双,原206试剂柜,203,203G-02,2,YZH/LDC-251014-SYY/WYH-J2-006；YZH/LDC-251014-SYY/WYH-J2-006；,120,ml,,70.49,ml,,2023.12.26转移
甲醇,J2,危险化学品,国药,20190125,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-008,,返还,65.49,ml,五双,原206试剂柜,203,203G-02,2,,65.49,ml,,1.42109E-14,ml,,2023.12.26转移
苯,J2,危险化学品,西陇,150422  1,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-009,,返还,216.83,ml,五双,原206试剂柜,203,203G-02,2,,,,,216.83,ml,,2023.12.26转移
二甲苯,J2,危险化学品,润捷,20161201,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-010；WYH/YZH-251125-YZH/WYH-J2-004,,返还,478.18,ml,五双,原206试剂柜,203,203G-02,2,,,,,478.18,ml,,2023.12.26转移
二氯甲烷,J2,危险化学品,国药,20141224,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-011；YZH/ZFY-250701-PKF/PXQ-J2-003；,,返还,245.66,ml,五双,原206试剂柜,203,203G-02,2,PKF/PXQ-250701-YZH/ZFY-J2-004；,245.66,ml,,,,,2023.12.26转移
4-甲基-2-戊酮（甲基异丁基甲酮）,J2,危险化学品,国药,20190116,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-012,,返还,125.25,ml,五双,原206试剂柜,203,203G-02,2,,,,,125.25,ml,,2023.12.26转移
甲酸,J2,危险化学品,国药,20141203,AR 500ml,试剂挥发导致试剂瓶空了,QDJ/WWY-231227-QHJ/ZHD-J2-013,,返还,1.03,ml,五双,原206试剂柜,203,203G-02,2,LMI/HYI-241021-LMI/HYI-J2-001,1.03,ml,,,,,2023.12.26转移，20241021空瓶出库
氨水,J2,危险化学品,阿拉丁,H2127120,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-014；WWY/QDJ-240222-QDJ/ZHD-J2-001；LMI/HYI-241017-LMI/HYI-J2-001；HYI/QDJ-241108-HYI/QDJ-J2-001,,返还,115.3,ml,五双,原206试剂柜,203,203G-02,2,QDJ/ZHD-240222-WWY/QDJ-J2-002；LMI/HYI-241017-LMI/HYI-J2-001;HYI/QDJ-241108-HYI/QDJ-J2-001;PXQ/PKF-250516-YZH/ZFY-J2-001,115.3,ml, ,,,,2023.12.26转移
二硫化碳,J2,危险化学品,CNW,B4760255,500ml,试剂挥发导致试剂瓶空了,QDJ/WWY-231227-QHJ/ZHD-J2-015,,返还,53.33,ml,五双,原206试剂柜,203,203G-02,2,LMI/HYI-241021-LMI/HYI-J2-002,53.33,ml,,,,,2023.12.26转移，20241021空瓶出库
甲醛溶液,J2,危险化学品,西陇,160922 2,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-016；SYY/WYH-250926-YZH/ZFY-J2-005；,,返还,492,ml,五双,原208试剂柜,203,203G-02,2,YZH/ZFY-250926-SYY/WYH-J2-005,5.3,ml,,486.7,ml,,2023.12.26转移
次氯酸钠,J2,危险化学品,西亚,20230216,AR 500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-017,,返还,18.66,ml,五双,原208试剂柜,203,203G-02,2,LDC/ZFY-250912-YZH/SYY-J2-004,18.66,ml,,,,,2023.12.26转移
无水乙醇,J2,危险化学品,凌峰化学,20190829,AR500ml,,QDJ/WWY-231227-QHJ/ZHD-J2-050,,返还,369.44,ml,五双,原212冰箱内,203,203G-02,2,LMI/CYQ-240731-LMI/CYQ-J2-001,369.44,ml,,,,,2023.12.26转移
二硫化碳,J2,危险化学品,国药,20160125,500ml,试剂挥发导致试剂瓶空了,QDJ/WWY-231227-QHJ/ZHD-J2-051,,返还,127.68,ml,五双,原212冰箱内,203,203G-02,2,LMI/HYI-241021-LMI/HYI-J2-003,127.68,ml,,,,,2023.12.26转移，20241021空瓶出库
六甲基二硅胺烷,J2,危险化学品,上海麦克林,C16330547,500ml,,CYQ/LMI-240912-CYQ/LMI-J2-001，CYQ/LMI-240912-CYQ/LMI-J2-004，CYQ/LMI-240919-CYQ/LMI-J2-003,,购置,500,mL,五双,,203,203G-02,2,CYQ/LMI-240912-CYQ/LMI-J2-003，CYQ/LMI-240919-CYQ/LMI-J2-004,443,mL,,57,mL,,
无水乙醇,J2,危险化学品,凌峰化学,20190829,500ml,,HYI/QDJ-241108-HYI/QDJ-J2-002,,返还,485,mL,五双,,203,203G-08,2,HYI/QDJ-241231-HYI/QDJ-J2-002,485,mL,,,,,
三聚氰酸（氰尿酸）,J2,危险化学品,广东元丰化学试剂有限公司,20250607035,AR500g,,KDY/KDT-250721-YZH/PXQ-J2-002；YZH/SYY-250927-LDC/ZFY-J2-001；YZH/SYY-251025-WYH/LDC-J2-001；,,购置,500,g,五双,,203,203G-02,4,LDC/ZFY-250927-YZH/SYY-J2-001；WYH/LDC-251025-YZH/SYY-J2-001；,10.5,g,,489.5,g,,
乙酸（冰醋酸）,J2,危险化学品,天津市科密欧化学试剂有限公司,20250328,AR500ml,,KDY/KDT-250725-YZH/PXQ-J2-001,,购置,1000,mL,五双,,203,203G-02,2,,,,,1000,mL,,
次氯酸钠溶液,J2,危险化学品,天津市科密欧化学试剂有限公司,20250630,AR500ml,,KDY/KDT-250725-YZH/PXQ-J2-002,,购置,500,mL,五双,,203,203G-02,2,,,,,500,mL,,
硫代乙酰胺,J2,危险化学品,天津市科密欧化学试剂有限公司,20250116,AR25g,,KDY/KDT-250725-YZH/PXQ-J2-004,,购置,25,g,五双,,203,203G-07,1,,,,,25,g,,
硫酸汞,J2,危险化学品,天津市科密欧化学试剂有限公司,20250513,AR100g,,KDY/KDT-250725-YZH/PXQ-J2-006,,购置,200,g,五双,,203,203G-07,1,,,,,200,g,,
4-甲基-2-戊酮（甲基异丁基甲酮）,J2,危险化学品,天津市科密欧化学试剂有限公司,20250512,AR500ml,,KDY/KDT-250725-YZH/PXQ-J2-009,,购置,500,mL,五双,,203,203G-01,1,,,,,500,mL,,
氢氧化钾,J2,危险化学品,天津市科密欧化学试剂有限公司,20250620,GR500g,,KDY/KDT-250725-YZH/PXQ-J2-010；WYH/SYY-250924-YZH/ZFY-J2-002；WYH/YZH-251107-YZH/WYH-J2-002；SYO/YZH-251217-YZH/SYO-J2-003,,购置,500,g,五双,,203,203G-07,1,YZH/ZFY-250924-WYH/SYY-J2-003；YZH/WYH-251107-WYH/YZH-J2-002；YZH/SYO-251217-SYO/YZH-J2-002,176.8,g,,323.2,g,,
碘酸钾,J2,危险化学品,天津市科密欧化学试剂有限公司,20250110,GR100g,,KDY/KDT-250725-YZH/PXQ-J2-011,,购置,100,g,五双,,203,203G-07,1,,,,,100,g,,
偏重亚硫酸钠（焦硫酸钠）,J2,危险化学品,天津市科密欧化学试剂有限公司,20250422,AR500g,,KDY/KDT-250725-YZH/PXQ-J2-012；XQN/ZFY-250725-YZH/PXQ-J2-030；WYH/SYY-250923-YZH/ZFY-J2-001；,,购置,500,g,五双,,203,203G-06,1,YZH/PXQ-250725-XQN/ZFY-J2-003；YZH/ZFY-250923-WYH/SYY-J2-001；,1.5,g,,498.5,g,,
亚硝基铁氰化钠,J2,危险化学品,天津市科密欧化学试剂有限公司,20250116,AR25g,,KDY/KDT-250725-YZH/PXQ-J2-013；YZH/SYY-250912-LDC/ZFY-J2-003；,,购置,25,g,五双,,203,203G-07,2,LDC/ZFY-250912-YZH/SYY-J2-003；,0.1,g,,24.9,g,,
二氯甲烷,J2,危险化学品,国药集团化学试剂有限公司,20250521,"HPLC,4L",,KDY/KDT-250725-YZH/PXQ-J2-022,,购置,4,L,五双,,203,203G-02,5,,,,,4,L,,
过硫酸铵,J2,危险化学品,国药集团化学试剂有限公司,20250415,AR100g,,KDY/KDT-250725-YZH/PXQ-J2-023,,购置,100,g,五双,,203,203G-07,5,,,,,100,g,,
碳酸镉,J2,危险化学品,天津市光复科技发展有限公司,20250328,AR500g,,KDY/KDT-250725-YZH/PXQ-J2-024,,购置,500,g,五双,,203,203G-07,5,,,,,500,g,,
氢氟酸,J2,危险化学品,国药集团化学试剂有限公司,20250523,GR500ml,,KDY/KDT-250725-YZH/PXQ-J2-025,,购置,500,mL,五双,,203,203G-08,1,,,,,500,mL,,
铜铁试剂,J2,危险化学品,国药集团化学试剂有限公司,20250522,CP25g,2-8℃避光保存,KDY/KDT-250725-YZH/PXQ-J2-026,,购置,25,g,五双,,203,电冰箱,2,,,,,25,g,,
溴酸钾,J2,危险化学品,国药集团化学试剂有限公司,20240809,AR100g,,KDY/KDT-250725-YZH/PXQ-J2-027,,购置,100,g,五双,,203,203G-03,2,,,,,100,g,,
氢氧化钾,J2,危险化学品,天津市科密欧化学试剂有限公司,20250620,GR500g,,KDY/KDT-250807-YZH/ZFY-J2-002,,购置,500,g,五双,,203,203G-07,1,,,,,500,g,,
二硫化碳,J2,危险化学品,上海阿拉丁生化科技股份有限公司,F2506273,HPLC，≥99.9%，500mL,,KDY/KDY-250808-YZH/ZFY-J2-001,,购置,2000,mL,五双,,203,203G-01,1,,,,,2000,mL,,
"N,N-二乙基-2-甲基-1,4-苯二胺盐酸盐",J2,危险化学品,上海麦克林生化科技股份有限公司,C17586122,"99%,5g",,KDY/KDY-250818-YZH/ZFY-J2-003,,购置,5,g,五双,,203,203G-07,2,,,,,5,g,,
甲醇,J2,危险化学品,国药集团化学试剂有限公司,20250702,HPLC，≥99.9%，4L,,KDY/KDY-250911-YZH/QDJ-J2-001，YZH/SYY-250911-LDC/ZFY-J2-003；YZH/SYY-250912-LDC/ZFY-J2-008；YZH/SYY-250915-LDC/ZFY-J2-001；YZH/SYY-250917-LDC/ZFY-J2-001；YZH/SYY-250918-LDC/ZFY-J2-005；YZH/SYY-250925-LDC/ZFY-J2-001；WYH/SYY-251015-YZH/LDC-J2-003；,,购置,4,L,五双,,203,203G-01,5,LDC/ZFY-250911-YZH/SYY-J2-001；LDC/ZFY-250912-YZH/SYY-J2-010；LDC/ZFY-250915-YZH/SYY-J2-001；LDC/ZFY-250917-YZH/SYY-J2-001；LDC/ZFY-250918-YZH/SYY-J2-006；LDC/ZFY-250918-YZH/SYY-J2-006；LDC/ZFY-250925-YZH/SYY-J2-001；YZH/LDC-251015-WYH/SYY-J2-001；,1.05,L,,2.95,L,,
甲醇,J2,危险化学品,国药集团化学试剂有限公司,20250707,AR500ml,,KDY/KDY-250911-YZH/QDJ-J2-002,,购置,4000,mL,五双,,203,203G-02,3,LDC/ZFY-250914-YZH/SYY-J2-006；LDC/ZFY-250926-YZH/SYY-J2-020；YZH/LDC-251014-SYY/WYH-J2-003；YZH/WYH-251028-WYH/YZH-J2-001；,3000,mL,,1000,mL,,
